HGNC ID	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:52084	MT-ND2 pseudogene 40	ENSG00000236483
HGNC:52317	MT-ND2 pseudogene 41	ENSG00000283131
HGNC:39856	MT-ND3 pseudogene 1	ENSG00000226118
HGNC:42142	MT-ND3 pseudogene 2	ENSG00000230052
HGNC:42155	MT-ND3 pseudogene 3	ENSG00000249127
HGNC:42144	MT-ND3 pseudogene 4	ENSG00000230302
HGNC:42154	MT-ND3 pseudogene 5	ENSG00000251353
HGNC:42146	MT-ND3 pseudogene 6	ENSG00000242214
HGNC:42147	MT-ND3 pseudogene 7	ENSG00000240824
HGNC:42153	MT-ND3 pseudogene 8	ENSG00000232714
HGNC:42149	MT-ND3 pseudogene 9	ENSG00000227557
HGNC:42150	MT-ND3 pseudogene 10	ENSG00000233286
HGNC:52071	MT-ND3 pseudogene 11	
HGNC:52072	MT-ND3 pseudogene 12	ENSG00000259626
HGNC:52073	MT-ND3 pseudogene 13	ENSG00000263196
HGNC:52074	MT-ND3 pseudogene 14	
HGNC:52075	MT-ND3 pseudogene 15	ENSG00000283940
HGNC:52076	MT-ND3 pseudogene 16	ENSG00000224590
HGNC:52077	MT-ND3 pseudogene 17	ENSG00000233134
HGNC:52078	MT-ND3 pseudogene 18	ENSG00000283865
HGNC:52081	MT-ND3 pseudogene 19	ENSG00000271480
HGNC:52166	MT-ND3 pseudogene 20	ENSG00000220733
HGNC:52167	MT-ND3 pseudogene 21	ENSG00000235794
HGNC:52168	MT-ND3 pseudogene 22	ENSG00000248946
HGNC:52169	MT-ND3 pseudogene 23	ENSG00000238288
HGNC:52170	MT-ND3 pseudogene 24	ENSG00000249045
HGNC:52172	MT-ND3 pseudogene 25	ENSG00000249192
HGNC:31347	MT-ND4L pseudogene 1	ENSG00000231501
HGNC:42236	MT-ND4L pseudogene 2	ENSG00000248315
HGNC:42265	MT-ND4L pseudogene 3	ENSG00000239632
HGNC:42238	MT-ND4L pseudogene 4	
HGNC:42239	MT-ND4L pseudogene 5	ENSG00000270350
HGNC:42240	MT-ND4L pseudogene 6	
HGNC:42241	MT-ND4L pseudogene 7	ENSG00000240791
HGNC:42242	MT-ND4L pseudogene 8	
HGNC:42243	MT-ND4L pseudogene 9	ENSG00000227795
HGNC:42244	MT-ND4L pseudogene 10	ENSG00000240084
HGNC:42245	MT-ND4L pseudogene 11	ENSG00000234163
HGNC:42246	MT-ND4L pseudogene 12	ENSG00000236300
HGNC:42247	MT-ND4L pseudogene 13	ENSG00000235318
HGNC:42248	MT-ND4L pseudogene 14	ENSG00000243104
HGNC:42249	MT-ND4L pseudogene 15	
HGNC:42250	MT-ND4L pseudogene 16	ENSG00000234731
HGNC:42251	MT-ND4L pseudogene 17	ENSG00000241221
HGNC:42252	MT-ND4L pseudogene 18	ENSG00000254747
HGNC:42253	MT-ND4L pseudogene 19	ENSG00000219087
HGNC:42254	MT-ND4L pseudogene 20	ENSG00000220514
HGNC:42255	MT-ND4L pseudogene 21	ENSG00000231582
HGNC:42256	MT-ND4L pseudogene 22	ENSG00000248133
HGNC:42257	MT-ND4L pseudogene 23	
HGNC:42258	MT-ND4L pseudogene 24	ENSG00000262259
HGNC:42259	MT-ND4L pseudogene 25	ENSG00000260067
HGNC:42260	MT-ND4L pseudogene 26	ENSG00000254015
HGNC:42261	MT-ND4L pseudogene 27	
HGNC:42262	MT-ND4L pseudogene 28	
HGNC:42263	MT-ND4L pseudogene 29	
HGNC:42264	MT-ND4L pseudogene 30	ENSG00000198868
HGNC:52171	MT-ND4L pseudogene 31	ENSG00000248259
HGNC:52318	MT-ND4L pseudogene 32	ENSG00000283481
HGNC:42035	MT-ND4 pseudogene 1	ENSG00000228597
HGNC:42189	MT-ND4 pseudogene 2	ENSG00000248704
HGNC:42190	MT-ND4 pseudogene 3	ENSG00000225959
HGNC:42191	MT-ND4 pseudogene 4	ENSG00000225295
HGNC:42192	MT-ND4 pseudogene 5	ENSG00000227584
HGNC:42193	MT-ND4 pseudogene 6	ENSG00000224042
HGNC:42234	MT-ND4 pseudogene 7	ENSG00000253257
HGNC:42227	MT-ND4 pseudogene 8	ENSG00000248548
HGNC:42226	MT-ND4 pseudogene 9	ENSG00000250050
HGNC:42225	MT-ND4 pseudogene 10	ENSG00000226663
HGNC:42223	MT-ND4 pseudogene 11	ENSG00000234099
HGNC:42199	MT-ND4 pseudogene 12	ENSG00000247627
HGNC:42222	MT-ND4 pseudogene 13	ENSG00000216713
HGNC:42201	MT-ND4 pseudogene 14	ENSG00000236254
HGNC:42202	MT-ND4 pseudogene 15	ENSG00000227321
HGNC:42203	MT-ND4 pseudogene 16	ENSG00000241787
HGNC:42204	MT-ND4 pseudogene 17	ENSG00000242178
HGNC:42205	MT-ND4 pseudogene 18	ENSG00000228694
HGNC:42206	MT-ND4 pseudogene 19	ENSG00000230338
HGNC:42207	MT-ND4 pseudogene 20	ENSG00000233377
HGNC:42208	MT-ND4 pseudogene 21	ENSG00000231777
HGNC:42209	MT-ND4 pseudogene 22	ENSG00000232772
HGNC:42210	MT-ND4 pseudogene 23	ENSG00000225796
HGNC:42220	MT-ND4 pseudogene 24	ENSG00000232177
HGNC:42212	MT-ND4 pseudogene 25	ENSG00000226700
HGNC:42213	MT-ND4 pseudogene 26	ENSG00000234065
HGNC:42214	MT-ND4 pseudogene 27	ENSG00000230548
HGNC:42215	MT-ND4 pseudogene 28	ENSG00000233709
HGNC:42216	MT-ND4 pseudogene 29	ENSG00000249177
HGNC:42217	MT-ND4 pseudogene 30	ENSG00000227454
HGNC:42218	MT-ND4 pseudogene 31	ENSG00000235382
HGNC:42219	MT-ND4 pseudogene 32	ENSG00000226056
HGNC:51947	MT-ND4 pseudogene 33	ENSG00000258762
HGNC:51948	MT-ND4 pseudogene 34	ENSG00000262322
HGNC:51949	MT-ND4 pseudogene 35	ENSG00000270906
HGNC:51950	MT-ND4 pseudogene 36	
HGNC:52319	MT-ND4 pseudogene 37	
HGNC:52320	MT-ND4 pseudogene 38	
HGNC:52324	MT-ND4 pseudogene 39	
HGNC:52336	MT-ND4 pseudogene 40	
HGNC:52334	MT-ND4 pseudogene 41	
HGNC:39644	MT-ND5 pseudogene 1	ENSG00000227999
HGNC:41919	MT-ND5 pseudogene 2	ENSG00000229622
HGNC:42034	MT-ND5 pseudogene 3	ENSG00000232447
HGNC:42306	MT-ND5 pseudogene 4	ENSG00000251212
HGNC:42307	MT-ND5 pseudogene 5	ENSG00000251149
HGNC:42268	MT-ND5 pseudogene 6	ENSG00000228440
HGNC:42269	MT-ND5 pseudogene 7	ENSG00000230531
HGNC:42270	MT-ND5 pseudogene 8	ENSG00000230999
HGNC:42305	MT-ND5 pseudogene 9	ENSG00000248748
HGNC:42272	MT-ND5 pseudogene 10	ENSG00000271687
HGNC:42273	MT-ND5 pseudogene 11	ENSG00000248923
HGNC:42274	MT-ND5 pseudogene 12	ENSG00000251544
HGNC:42304	MT-ND5 pseudogene 13	ENSG00000250169
HGNC:42276	MT-ND5 pseudogene 14	ENSG00000230225
HGNC:42277	MT-ND5 pseudogene 15	ENSG00000231888
HGNC:42278	MT-ND5 pseudogene 16	ENSG00000243658
HGNC:42279	MT-ND5 pseudogene 17	ENSG00000236626
HGNC:42302	MT-ND5 pseudogene 18	ENSG00000227860
HGNC:42301	MT-ND5 pseudogene 19	ENSG00000231199
HGNC:42300	MT-ND5 pseudogene 20	ENSG00000238256
HGNC:42296	MT-ND5 pseudogene 21	ENSG00000255123
HGNC:42284	MT-ND5 pseudogene 22	ENSG00000238046
HGNC:42285	MT-ND5 pseudogene 23	ENSG00000235080
HGNC:42286	MT-ND5 pseudogene 24	ENSG00000224852
HGNC:42287	MT-ND5 pseudogene 25	ENSG00000227348
HGNC:42295	MT-ND5 pseudogene 26	ENSG00000234886
HGNC:42289	MT-ND5 pseudogene 27	ENSG00000225045
HGNC:42290	MT-ND5 pseudogene 28	ENSG00000223549
HGNC:42291	MT-ND5 pseudogene 29	ENSG00000234934
HGNC:42292	MT-ND5 pseudogene 30	ENSG00000233039
HGNC:42293	MT-ND5 pseudogene 31	ENSG00000227841
HGNC:51951	MT-ND5 pseudogene 32	ENSG00000259379
HGNC:51952	MT-ND5 pseudogene 33	ENSG00000261904
HGNC:51953	MT-ND5 pseudogene 34	ENSG00000260147
HGNC:51954	MT-ND5 pseudogene 35	ENSG00000258923
HGNC:51955	MT-ND5 pseudogene 36	
HGNC:51956	MT-ND5 pseudogene 37	
HGNC:51957	MT-ND5 pseudogene 38	
HGNC:51958	MT-ND5 pseudogene 39	
HGNC:51959	MT-ND5 pseudogene 40	ENSG00000259593
HGNC:51972	MT-ND5 pseudogene 41	ENSG00000253685
HGNC:52321	MT-ND5 pseudogene 42	ENSG00000283578
HGNC:52322	MT-ND5 pseudogene 43	
HGNC:52323	MT-ND5 pseudogene 44	
HGNC:52333	MT-ND5 pseudogene 45	
HGNC:52335	MT-ND5 pseudogene 46	
HGNC:38730	MT-ND6 pseudogene 1	ENSG00000223955
HGNC:39465	MT-ND6 pseudogene 2	ENSG00000250389
HGNC:39466	MT-ND6 pseudogene 3	ENSG00000254132
HGNC:39467	MT-ND6 pseudogene 4	ENSG00000249119
HGNC:39468	MT-ND6 pseudogene 5	ENSG00000227730
HGNC:39469	MT-ND6 pseudogene 6	ENSG00000240034
HGNC:39470	MT-ND6 pseudogene 7	ENSG00000224695
HGNC:39471	MT-ND6 pseudogene 8	ENSG00000248136
HGNC:39472	MT-ND6 pseudogene 9	ENSG00000233248
HGNC:39473	MT-ND6 pseudogene 10	ENSG00000227275
HGNC:39474	MT-ND6 pseudogene 11	ENSG00000226839
HGNC:39475	MT-ND6 pseudogene 12	ENSG00000235039
HGNC:39476	MT-ND6 pseudogene 13	ENSG00000234901
HGNC:39477	MT-ND6 pseudogene 14	ENSG00000235638
HGNC:39478	MT-ND6 pseudogene 15	ENSG00000225723
HGNC:39479	MT-ND6 pseudogene 16	ENSG00000249893
HGNC:39480	MT-ND6 pseudogene 17	ENSG00000249770
HGNC:39481	MT-ND6 pseudogene 18	ENSG00000227714
HGNC:39482	MT-ND6 pseudogene 19	ENSG00000254384
HGNC:39483	MT-ND6 pseudogene 20	ENSG00000254156
HGNC:39639	MT-ND6 pseudogene 21	ENSG00000223431
HGNC:51978	MT-ND6 pseudogene 22	ENSG00000270230
HGNC:51981	MT-ND6 pseudogene 23	
HGNC:51982	MT-ND6 pseudogene 24	ENSG00000232922
HGNC:51984	MT-ND6 pseudogene 25	ENSG00000255316
HGNC:51985	MT-ND6 pseudogene 26	
HGNC:51986	MT-ND6 pseudogene 27	
HGNC:51987	MT-ND6 pseudogene 28	
HGNC:51988	MT-ND6 pseudogene 29	ENSG00000283311
HGNC:51989	MT-ND6 pseudogene 30	
HGNC:51990	MT-ND6 pseudogene 31	
HGNC:52173	MT-ND6 pseudogene 32	ENSG00000227649
HGNC:52175	MT-ND6 pseudogene 33	ENSG00000262107
HGNC:52325	MT-ND6 pseudogene 34	
HGNC:52326	MT-ND6 pseudogene 35	ENSG00000283879
HGNC:52327	MT-ND6 pseudogene 36	
HGNC:52328	MT-ND6 pseudogene 37	
HGNC:7463	melatonin receptor 1A	ENSG00000168412
HGNC:7464	melatonin receptor 1B	ENSG00000134640
HGNC:19261	mitochondrial tRNA translation optimization 1	ENSG00000135297
HGNC:3942	mechanistic target of rapamycin kinase	ENSG00000198793
HGNC:40242	MTOR antisense RNA 1	ENSG00000225602
HGNC:25532	mitochondrial poly(A) polymerase	ENSG00000107951
HGNC:15667	myotrophin	ENSG00000105887
HGNC:7468	5-methyltetrahydrofolate-homocysteine methyltransferase	ENSG00000116984
HGNC:17971	mitochondrial transcription rescue factor 1	ENSG00000130349
HGNC:54502	MTRES1 pseudogene 1	ENSG00000220181
HGNC:18734	Mtr4 exosome RNA helicase	ENSG00000039123
HGNC:7469	mitochondrial translation release factor 1	ENSG00000120662
HGNC:21051	mitochondrial translation release factor 1 like	ENSG00000112031
HGNC:50611	mitochondrial translational release factor 1 like pseudogene 1	ENSG00000256091
HGNC:50612	mitochondrial translational release factor 1 like pseudogene 2	ENSG00000224110
HGNC:26784	mitochondrial translation release factor in rescue	ENSG00000130921
HGNC:37155	MT-RNR2 like 1	ENSG00000256618
HGNC:37156	MT-RNR2 like 2	ENSG00000271043
HGNC:37157	MT-RNR2 like 3	ENSG00000256222
HGNC:37161	MT-RNR2 like 4	ENSG00000232196
HGNC:37162	MT-RNR2 like 5	ENSG00000249860
HGNC:37163	MT-RNR2 like 6	ENSG00000270672
HGNC:37164	MT-RNR2 like 7	ENSG00000256892
HGNC:37165	MT-RNR2 like 8	ENSG00000255823
HGNC:37166	MT-RNR2 like 9	ENSG00000255633
HGNC:37167	MT-RNR2 like 10	ENSG00000256045
HGNC:37168	MT-RNR2 like 11	ENSG00000270188
HGNC:37169	MT-RNR2 like 12	ENSG00000269028
HGNC:37170	MT-RNR2 like 13	ENSG00000270394
HGNC:7473	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	ENSG00000124275
HGNC:7474	symbol withdrawn, see [HGNC:10494](/data/gene-symbol-report/#!/hgnc_id/HGNC:10494)	
HGNC:20443	MTSS I-BAR domain containing 1	ENSG00000170873
HGNC:25094	MTSS I-BAR domain containing 2	ENSG00000132613
HGNC:7467	microsomal triglyceride transfer protein	ENSG00000138823
HGNC:25457	maturin, neural progenitor differentiation regulator homolog	ENSG00000180354
HGNC:29789	microtubule associated scaffold protein 1	ENSG00000129422
HGNC:55525	MTUS1 divergent transcript	
HGNC:20595	microtubule associated scaffold protein 2	ENSG00000132938
HGNC:40924	MTUS2 antisense RNA 1	ENSG00000179141
HGNC:40923	MTUS2 antisense RNA 2	ENSG00000236758
HGNC:7503	symbol withdrawn, see [HGNC:7504](/data/gene-symbol-report/#!/hgnc_id/HGNC:7504)	
HGNC:7504	metaxin 1	ENSG00000173171
HGNC:7505	metaxin 1 pseudogene 1	ENSG00000236675
HGNC:7506	metaxin 2	ENSG00000128654
HGNC:24812	metaxin 3	ENSG00000177034
HGNC:7507	symbol withdrawn, see [HGNC:7505](/data/gene-symbol-report/#!/hgnc_id/HGNC:7505)	
HGNC:7508	mucin 1, cell surface associated	ENSG00000185499
HGNC:7512	mucin 2, oligomeric mucus/gel-forming	ENSG00000198788
HGNC:13637	symbol withdrawn, see [HGNC:7513](/data/gene-symbol-report/#!/hgnc_id/HGNC:7513)	
HGNC:7513	mucin 3A, cell surface associated	ENSG00000169894
HGNC:13384	mucin 3B, cell surface associated	
HGNC:7514	mucin 4, cell surface associated	ENSG00000145113
HGNC:7515	mucin 5AC, oligomeric mucus/gel-forming	ENSG00000215182
HGNC:7516	mucin 5B, oligomeric mucus/gel-forming	ENSG00000117983
HGNC:53936	MUC5B antisense RNA 1	ENSG00000255177
HGNC:7517	mucin 6, oligomeric mucus/gel-forming	ENSG00000184956
HGNC:7518	mucin 7, secreted	ENSG00000171195
HGNC:7519	mucin 8	
HGNC:7520	symbol withdrawn, see [HGNC:8524](/data/gene-symbol-report/#!/hgnc_id/HGNC:8524)	
HGNC:7509	symbol withdrawn, see [HGNC:7510](/data/gene-symbol-report/#!/hgnc_id/HGNC:7510)	
HGNC:7510	mucin 12, cell surface associated	ENSG00000205277
HGNC:40382	MUC12 antisense RNA 1	ENSG00000227053
HGNC:7511	mucin 13, cell surface associated	ENSG00000173702
HGNC:14956	mucin 15, cell surface associated	ENSG00000169550
HGNC:15582	mucin 16, cell surface associated	ENSG00000181143
HGNC:16800	mucin 17, cell surface associated	ENSG00000169876
HGNC:14362	mucin 19, oligomeric	ENSG00000205592
HGNC:23282	mucin 20, cell surface associated	ENSG00000176945
HGNC:53807	MUC20 overlapping transcript	ENSG00000242086
HGNC:51921	mucin 20, cell surface associated pseudogene 1	ENSG00000224769
HGNC:21661	mucin 21, cell surface associated	ENSG00000204544
HGNC:39755	mucin 22	ENSG00000261272
HGNC:30588	mucin like 1	ENSG00000172551
HGNC:21666	mucin like 3	ENSG00000168631
HGNC:7522	mucin-related, X chromsome	
HGNC:25762	mitochondrial E3 ubiquitin protein ligase 1	ENSG00000090432
HGNC:7524	symbol withdrawn, see [HGNC:6119](/data/gene-symbol-report/#!/hgnc_id/HGNC:6119)	
HGNC:49202	major urinary protein, pseudogene	ENSG00000237906
HGNC:29814	MUS81 structure-specific endonuclease subunit	ENSG00000172732
HGNC:7525	muscle associated receptor tyrosine kinase	ENSG00000030304
HGNC:22144	musculoskeletal, embryonic nuclear protein 1	ENSG00000272573
HGNC:7527	mutY DNA glycosylase	ENSG00000132781
HGNC:7528	antigen identified by monoclonal antibody 53.6	
HGNC:25153	multivesicular body subunit 12A	ENSG00000141971
HGNC:23368	multivesicular body subunit 12B	ENSG00000196814
HGNC:7529	mevalonate diphosphate decarboxylase	ENSG00000167508
HGNC:7530	mevalonate kinase	ENSG00000110921
HGNC:7531	major vault protein	ENSG00000013364
HGNC:7532	MX dynamin like GTPase 1	ENSG00000157601
HGNC:7533	MX dynamin like GTPase 2	ENSG00000183486
HGNC:6761	MAX dimerization protein 1	ENSG00000059728
HGNC:14008	MAX dimerization protein 3	ENSG00000213347
HGNC:13906	MAX dimerization protein 4	ENSG00000123933
HGNC:7534	MAX interactor 1, dimerization protein	ENSG00000119950
HGNC:7535	symbol withdrawn, see [HGNC:817](/data/gene-symbol-report/#!/hgnc_id/HGNC:817)	
HGNC:7536	symbol withdrawn, see [HGNC:14652](/data/gene-symbol-report/#!/hgnc_id/HGNC:14652)	
HGNC:7537	symbol withdrawn, see [HGNC:29300](/data/gene-symbol-report/#!/hgnc_id/HGNC:29300)	
HGNC:7538	symbol withdrawn, see [HGNC:15855](/data/gene-symbol-report/#!/hgnc_id/HGNC:15855)	
HGNC:7539	matrix remodeling associated 5	ENSG00000101825
HGNC:23932	matrix remodeling associated 5 Y-linked (pseudogene)	ENSG00000235649
HGNC:7540	symbol withdrawn, see [HGNC:11973](/data/gene-symbol-report/#!/hgnc_id/HGNC:11973)	
HGNC:7541	matrix remodeling associated 7	ENSG00000182534
HGNC:54643	MXRA7 pseudogene 1	ENSG00000232320
HGNC:7542	matrix remodeling associated 8	ENSG00000162576
HGNC:7543	symbol withdrawn, see [HGNC:11854](/data/gene-symbol-report/#!/hgnc_id/HGNC:11854)	
HGNC:7544	myeloid associated differentiation marker	ENSG00000179820
HGNC:40384	MYADM antisense RNA 1	ENSG00000228323
HGNC:31019	myeloid associated differentiation marker like (pseudogene)	ENSG00000239649
HGNC:34548	myeloid associated differentiation marker like 2	ENSG00000185105
HGNC:7545	MYB proto-oncogene, transcription factor	ENSG00000118513
HGNC:37457	MYB antisense RNA 1	ENSG00000236703
HGNC:7546	MYB binding protein 1a	ENSG00000132382
HGNC:7547	MYB proto-oncogene like 1	ENSG00000185697
HGNC:7548	MYB proto-oncogene like 2	ENSG00000101057
HGNC:7549	myosin binding protein C1	ENSG00000196091
HGNC:7550	myosin binding protein C2	ENSG00000086967
HGNC:7551	myosin binding protein C3	ENSG00000134571
HGNC:7552	myosin binding protein H	ENSG00000133055
HGNC:30434	myosin binding protein H like	ENSG00000221986
HGNC:7553	MYC proto-oncogene, bHLH transcription factor	ENSG00000136997
HGNC:7554	MYC binding protein	ENSG00000214114
HGNC:23386	MYC binding protein 2	ENSG00000005810
HGNC:41023	MYCBP2 antisense RNA 1	ENSG00000236051
HGNC:41024	MYCBP2 antisense RNA 2	ENSG00000229521
HGNC:19677	MYCBP associated protein	ENSG00000136449
HGNC:7555	MYCL proto-oncogene, bHLH transcription factor	ENSG00000116990
HGNC:40386	MYCL antisense RNA 1	ENSG00000236546
HGNC:7558	v-myc avian myelocytomatosis viral oncogene homolog-like 1	
HGNC:7556	MYCL pseudogene 1	ENSG00000204053
HGNC:48924	MYCL pseudogene 2	ENSG00000228004
HGNC:7557	MYCL pseudogene 3	
HGNC:7559	MYCN proto-oncogene, bHLH transcription factor	ENSG00000134323
HGNC:16911	MYCN opposite strand	ENSG00000233718
HGNC:32684	MYCN upstream transcript	ENSG00000223850
HGNC:7560	v-myc myelocytomatosis viral oncogene homolog pseudogene (avian)	
HGNC:23172	MYC target 1	ENSG00000120279
HGNC:7562	MYD88 innate immune signal transduction adaptor	ENSG00000172936
HGNC:7561	symbol withdrawn, see [HGNC:4096](/data/gene-symbol-report/#!/hgnc_id/HGNC:4096)	
HGNC:16948	myeloid derived growth factor	ENSG00000074842
HGNC:17940	myelin expression factor 2	ENSG00000104177
HGNC:7563	myeloma overexpressed	ENSG00000172927
HGNC:23050	symbol withdrawn, see [HGNC:17005](/data/gene-symbol-report/#!/hgnc_id/HGNC:17005)	
HGNC:7564	symbol withdrawn, see [HGNC:7611](/data/gene-symbol-report/#!/hgnc_id/HGNC:7611)	
HGNC:7565	myogenic factor 5	ENSG00000111049
HGNC:7566	myogenic factor 6	ENSG00000111046
HGNC:17590	MYG1 exonuclease	ENSG00000139637
HGNC:54810	MYG1 antisense RNA 1	ENSG00000257605
HGNC:54725	MYG1 pseudogene 1	ENSG00000270846
HGNC:7567	myosin heavy chain 1	ENSG00000109061
HGNC:7572	myosin heavy chain 2	ENSG00000125414
HGNC:7573	myosin heavy chain 3	ENSG00000109063
HGNC:7574	myosin heavy chain 4	ENSG00000264424
HGNC:7575	symbol withdrawn, see [HGNC:31038](/data/gene-symbol-report/#!/hgnc_id/HGNC:31038)	
HGNC:7576	myosin heavy chain 6	ENSG00000197616
HGNC:7577	myosin heavy chain 7	ENSG00000092054
HGNC:15906	myosin heavy chain 7B	ENSG00000078814
HGNC:7578	myosin heavy chain 8	ENSG00000133020
HGNC:7579	myosin heavy chain 9	ENSG00000100345
HGNC:7568	myosin heavy chain 10	ENSG00000133026
HGNC:7569	myosin heavy chain 11	ENSG00000133392
HGNC:7570	symbol withdrawn, see [HGNC:7602](/data/gene-symbol-report/#!/hgnc_id/HGNC:7602)	
HGNC:7571	myosin heavy chain 13	ENSG00000006788
HGNC:23212	myosin heavy chain 14	ENSG00000105357
HGNC:31073	myosin heavy chain 15	ENSG00000144821
HGNC:31038	myosin heavy chain 16 pseudogene	ENSG00000002079
HGNC:50609	myosin heavy chain gene cluster antisense RNA	ENSG00000272975
HGNC:7580	myosin, heavy chain kinase	
HGNC:7581	symbol withdrawn, see [HGNC:7595](/data/gene-symbol-report/#!/hgnc_id/HGNC:7595)	
HGNC:7582	myosin light chain 1	ENSG00000168530
HGNC:7583	myosin light chain 2	ENSG00000111245
HGNC:7584	myosin light chain 3	ENSG00000160808
HGNC:7585	myosin light chain 4	ENSG00000198336
HGNC:7586	myosin light chain 5	ENSG00000215375
HGNC:7587	myosin light chain 6	ENSG00000092841
HGNC:29823	myosin light chain 6B	ENSG00000196465
HGNC:55472	MYL6B antisense RNA 1	
HGNC:51647	MYL6B pseudogene 1	ENSG00000228380
HGNC:7588	MYL6 pseudogene 1	ENSG00000226543
HGNC:23772	MYL6 pseudogene 2	ENSG00000235808
HGNC:37812	MYL6 pseudogene 3	ENSG00000227173
HGNC:37813	MYL6 pseudogene 4	ENSG00000240677
HGNC:51646	MYL6 pseudogene 5	ENSG00000228118
HGNC:21719	myosin light chain 7	ENSG00000106631
HGNC:15754	myosin light chain 9	ENSG00000101335
HGNC:29825	myosin light chain 10	ENSG00000106436
HGNC:55331	MYL12A and MYL12B antisense RNA 1	
HGNC:16701	myosin light chain 12A	ENSG00000101608
HGNC:51648	MYL12A pseudogene 1	ENSG00000254387
HGNC:29827	myosin light chain 12B	ENSG00000118680
HGNC:51649	MYL12B pseudogene 1	ENSG00000260490
HGNC:51650	MYL12B pseudogene 2	ENSG00000227765
HGNC:7589	MYL12B pseudogene 3	ENSG00000229596
HGNC:21155	myosin regulatory light chain interacting protein	ENSG00000007944
HGNC:7590	myosin light chain kinase	ENSG00000065534
HGNC:42440	MYLK antisense RNA 1	ENSG00000239523
HGNC:40387	MYLK antisense RNA 2	ENSG00000250174
HGNC:16243	myosin light chain kinase 2	ENSG00000101306
HGNC:29826	myosin light chain kinase 3	ENSG00000140795
HGNC:27972	myosin light chain kinase family member 4	ENSG00000145949
HGNC:7591	myosin light chain kinase pseudogene 1	ENSG00000228868
HGNC:7592	myosin, light chain, cardiac muscle like 1	
HGNC:29824	myosin light chain, phosphorylatable, fast skeletal muscle	ENSG00000180209
HGNC:33778	myomaker, myoblast fusion factor	ENSG00000187616
HGNC:52391	myomixer, myoblast fusion factor	ENSG00000262179
HGNC:16401	moyamoya disease 1	
HGNC:21058	symbol withdrawn, see [HGNC:14539](/data/gene-symbol-report/#!/hgnc_id/HGNC:14539)	
HGNC:20769	moyamoya disease 3	
HGNC:14955	myoneurin	ENSG00000085274
HGNC:7595	myosin IA	ENSG00000166866
HGNC:7596	myosin IB	ENSG00000128641
HGNC:7597	myosin IC	ENSG00000197879
HGNC:7598	myosin ID	ENSG00000176658
HGNC:7599	myosin IE	ENSG00000157483
HGNC:7600	myosin IF	ENSG00000142347
HGNC:13880	myosin IG	ENSG00000136286
HGNC:13879	myosin IH	ENSG00000174527
HGNC:7601	myosin IIIA	ENSG00000095777
HGNC:15576	myosin IIIB	ENSG00000071909
HGNC:40713	MYO3B antisense RNA 1	ENSG00000231898
HGNC:7602	myosin VA	ENSG00000197535
HGNC:7603	myosin VB	ENSG00000167306
HGNC:38495	myosin VB pseudogene 1	ENSG00000274680
HGNC:38496	myosin VB pseudogene 2	ENSG00000238245
HGNC:38497	myosin VB pseudogene 3	ENSG00000228656
HGNC:7604	myosin VC	ENSG00000128833
HGNC:7605	myosin VI	ENSG00000196586
HGNC:7606	myosin VIIA	ENSG00000137474
HGNC:7607	myosin VIIB	ENSG00000169994
HGNC:7608	myosin IXA	ENSG00000066933
HGNC:7609	myosin IXB	ENSG00000099331
HGNC:7593	myosin X	ENSG00000145555
HGNC:7594	myosin XVA	ENSG00000091536
HGNC:14083	myosin XVB	ENSG00000266714
HGNC:29822	myosin XVI	ENSG00000041515
HGNC:39913	MYO16 antisense RNA 1	ENSG00000236242
HGNC:39914	MYO16 antisense RNA 2	ENSG00000229938
HGNC:31104	myosin XVIIIA	ENSG00000196535
HGNC:18150	myosin XVIIIB	ENSG00000133454
HGNC:40831	MYO18B antisense RNA 1	ENSG00000231933
HGNC:26234	myosin XIX	ENSG00000278259
HGNC:7610	myocilin	ENSG00000034971
HGNC:16067	myocardin	ENSG00000141052
HGNC:40750	MYOCD antisense RNA 1	ENSG00000227274
HGNC:53429	myocilin opposite strand	ENSG00000283683
HGNC:7611	myogenic differentiation 1	ENSG00000129152
HGNC:3656	myoferlin	ENSG00000138119
HGNC:7612	myogenin	ENSG00000122180
HGNC:7613	myomesin 1	ENSG00000101605
HGNC:7614	myomesin 2	ENSG00000036448
HGNC:26679	myomesin 3	ENSG00000142661
HGNC:41158	MYOM3 antisense RNA 1	ENSG00000230703
HGNC:54178	myogenin promoter associated myogenic regulatory antisense long non coding RNA	
HGNC:19918	myogenesis regulating glycosidase (putative)	ENSG00000164976
HGNC:51821	myocardin-induced smooth muscle lncRNA, inducer of differentiation	ENSG00000229647
HGNC:54063	MYOSLID antisense RNA 1	
HGNC:12399	myotilin	ENSG00000120729
HGNC:13752	myozenin 1	ENSG00000177791
HGNC:1330	myozenin 2	ENSG00000172399
HGNC:18565	myozenin 3	ENSG00000164591
HGNC:40846	MYOZ3 antisense RNA 1	
HGNC:7615	myopia 1 (X-linked)	
HGNC:7616	myopia 2 (high grade, autosomal dominant)	
HGNC:7617	myopia 3 (high grade, autosomal dominant)	
HGNC:32549	myopia 4 (high grade, autosomal dominant)	
HGNC:35433	myopia 5 (high grade, autosomal dominant)	
